msd_en	features_en	msd_sl	features_sl	types	tokens	examples
Ps3ndgp	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=genitive Owner_Number=plural	Zstsdrm	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=rodilnik število_svojine=množina	3		njihovih/njihov, njihnjih/njihnji, njihnih/njihen
Ps3nddsm	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=dative Owner_Number=singular Owner_Gender=masculine	Zstsddem	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=dajalnik število_svojine=ednina spol_svojine=moški	1		njegovima/njegov
Ps3nddsf	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=dative Owner_Number=singular Owner_Gender=feminine	Zstsddez	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=dajalnik število_svojine=ednina spol_svojine=ženski	1		njenima/njen
Ps3nddsn	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=dative Owner_Number=singular Owner_Gender=neuter	Zstsddes	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=dajalnik število_svojine=ednina spol_svojine=srednji	1		njegovima/njegov
Ps3nddd	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=dative Owner_Number=dual	Zstsddd	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=dajalnik število_svojine=dvojina	1		njunima/njun
Ps3nddp	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=dative Owner_Number=plural	Zstsddm	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=dajalnik število_svojine=množina	3		njihovima/njihov, njihnjima/njihnji, njihnima/njihen
Ps3ndasm	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=accusative Owner_Number=singular Owner_Gender=masculine	Zstsdtem	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=tožilnik število_svojine=ednina spol_svojine=moški	1		njegovi/njegov
Ps3ndasf	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=accusative Owner_Number=singular Owner_Gender=feminine	Zstsdtez	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=tožilnik število_svojine=ednina spol_svojine=ženski	1		njeni/njen
Ps3ndasn	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=accusative Owner_Number=singular Owner_Gender=neuter	Zstsdtes	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=tožilnik število_svojine=ednina spol_svojine=srednji	1		njegovi/njegov
Ps3ndad	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=accusative Owner_Number=dual	Zstsdtd	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=tožilnik število_svojine=dvojina	1		njuni/njun
Ps3ndap	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=accusative Owner_Number=plural	Zstsdtm	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=tožilnik število_svojine=množina	3		njihovi/njihov, njihnji, njihni/njihen
Ps3ndlsm	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=locative Owner_Number=singular Owner_Gender=masculine	Zstsdmem	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=mestnik število_svojine=ednina spol_svojine=moški	1		njegovih/njegov
Ps3ndlsf	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=locative Owner_Number=singular Owner_Gender=feminine	Zstsdmez	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=mestnik število_svojine=ednina spol_svojine=ženski	1		njenih/njen
Ps3ndlsn	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=locative Owner_Number=singular Owner_Gender=neuter	Zstsdmes	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=mestnik število_svojine=ednina spol_svojine=srednji	1		njegovih/njegov
Ps3ndld	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=locative Owner_Number=dual	Zstsdmd	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=mestnik število_svojine=dvojina	1		njunih/njun
Ps3ndlp	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=locative Owner_Number=plural	Zstsdmm	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=mestnik število_svojine=množina	3		njihovih/njihov, njihnjih/njihnji, njihnih/njihen
Ps3ndism	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=instrumental Owner_Number=singular Owner_Gender=masculine	Zstsdoem	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=orodnik število_svojine=ednina spol_svojine=moški	1		njegovima/njegov
Ps3ndisf	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=instrumental Owner_Number=singular Owner_Gender=feminine	Zstsdoez	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=orodnik število_svojine=ednina spol_svojine=ženski	1		njenima/njen
Ps3ndisn	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=instrumental Owner_Number=singular Owner_Gender=neuter	Zstsdoes	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=orodnik število_svojine=ednina spol_svojine=srednji	1		njegovima/njegov
Ps3ndid	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=instrumental Owner_Number=dual	Zstsdod	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=orodnik število_svojine=dvojina	1		njunima/njun
Ps3ndip	Pronoun Type=possessive Person=third Gender=neuter Number=dual Case=instrumental Owner_Number=plural	Zstsdom	zaimek vrsta=svojilni oseba=tretja spol=srednji število=dvojina sklon=orodnik število_svojine=množina	3		njihovima/njihov, njihnjima/njihnji, njihnima/njihen
Ps3npnsm	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=nominative Owner_Number=singular Owner_Gender=masculine	Zstsmiem	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=imenovalnik število_svojine=ednina spol_svojine=moški	1	162	njegova/njegov
Ps3npnsf	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=nominative Owner_Number=singular Owner_Gender=feminine	Zstsmiez	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=imenovalnik število_svojine=ednina spol_svojine=ženski	1		njena/njen
Ps3npnsn	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=nominative Owner_Number=singular Owner_Gender=neuter	Zstsmies	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=imenovalnik število_svojine=ednina spol_svojine=srednji	1		njegova/njegov
Ps3npnd	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=nominative Owner_Number=dual	Zstsmid	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=imenovalnik število_svojine=dvojina	1		njuna/njun
Ps3npnp	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=nominative Owner_Number=plural	Zstsmim	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=imenovalnik število_svojine=množina	3	1085	njihova/njihov, njihnja/njihnji, njihna/njihen
Ps3npgsm	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=genitive Owner_Number=singular Owner_Gender=masculine	Zstsmrem	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=rodilnik število_svojine=ednina spol_svojine=moški	1	1899	njegovih/njegov
Ps3npgsf	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=genitive Owner_Number=singular Owner_Gender=feminine	Zstsmrez	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=rodilnik število_svojine=ednina spol_svojine=ženski	1	146	njenih/njen
Ps3npgsn	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=genitive Owner_Number=singular Owner_Gender=neuter	Zstsmres	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=rodilnik število_svojine=ednina spol_svojine=srednji	1		njegovih/njegov
Ps3npgd	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=genitive Owner_Number=dual	Zstsmrd	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=rodilnik število_svojine=dvojina	1	8055	njunih/njun
Ps3npgp	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=genitive Owner_Number=plural	Zstsmrm	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=rodilnik število_svojine=množina	3	4960	njihovih/njihov, njihnjih/njihnji, njihnih/njihen
Ps3npdsm	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=dative Owner_Number=singular Owner_Gender=masculine	Zstsmdem	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=dajalnik število_svojine=ednina spol_svojine=moški	1		njegovim/njegov
Ps3npdsf	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=dative Owner_Number=singular Owner_Gender=feminine	Zstsmdez	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=dajalnik število_svojine=ednina spol_svojine=ženski	1		njenim/njen
Ps3npdsn	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=dative Owner_Number=singular Owner_Gender=neuter	Zstsmdes	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=dajalnik število_svojine=ednina spol_svojine=srednji	1		njegovim/njegov
Ps3npdd	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=dative Owner_Number=dual	Zstsmdd	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=dajalnik število_svojine=dvojina	1		njunim/njun
Ps3npdp	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=dative Owner_Number=plural	Zstsmdm	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=dajalnik število_svojine=množina	3		njihovim/njihov, njihnjim/njihnji, njihnim/njihen
Ps3npasm	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=accusative Owner_Number=singular Owner_Gender=masculine	Zstsmtem	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=tožilnik število_svojine=ednina spol_svojine=moški	1	14	njegova/njegov
Ps3npasf	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=accusative Owner_Number=singular Owner_Gender=feminine	Zstsmtez	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=tožilnik število_svojine=ednina spol_svojine=ženski	1		njena/njen
Ps3npasn	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=accusative Owner_Number=singular Owner_Gender=neuter	Zstsmtes	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=tožilnik število_svojine=ednina spol_svojine=srednji	1		njegova/njegov
Ps3npad	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=accusative Owner_Number=dual	Zstsmtd	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=tožilnik število_svojine=dvojina	1		njuna/njun
Ps3npap	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=accusative Owner_Number=plural	Zstsmtm	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=tožilnik število_svojine=množina	3	8680	njihova/njihov, njihnja/njihnji, njihna/njihen
Ps3nplsm	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=locative Owner_Number=singular Owner_Gender=masculine	Zstsmmem	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=mestnik število_svojine=ednina spol_svojine=moški	1		njegovih/njegov
Ps3nplsf	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=locative Owner_Number=singular Owner_Gender=feminine	Zstsmmez	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=mestnik število_svojine=ednina spol_svojine=ženski	1		njenih/njen
Ps3nplsn	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=locative Owner_Number=singular Owner_Gender=neuter	Zstsmmes	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=mestnik število_svojine=ednina spol_svojine=srednji	1		njegovih/njegov
Ps3npld	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=locative Owner_Number=dual	Zstsmmd	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=mestnik število_svojine=dvojina	1		njunih/njun
Ps3nplp	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=locative Owner_Number=plural	Zstsmmm	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=mestnik število_svojine=množina	3		njihovih/njihov, njihnjih/njihnji, njihnih/njihen
Ps3npism	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=instrumental Owner_Number=singular Owner_Gender=masculine	Zstsmoem	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=orodnik število_svojine=ednina spol_svojine=moški	1		njegovimi/njegov
Ps3npisf	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=instrumental Owner_Number=singular Owner_Gender=feminine	Zstsmoez	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=orodnik število_svojine=ednina spol_svojine=ženski	1		njenimi/njen
Ps3npisn	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=instrumental Owner_Number=singular Owner_Gender=neuter	Zstsmoes	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=orodnik število_svojine=ednina spol_svojine=srednji	1		njegovimi/njegov
Ps3npid	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=instrumental Owner_Number=dual	Zstsmod	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=orodnik število_svojine=dvojina	1		njunimi/njun
Ps3npip	Pronoun Type=possessive Person=third Gender=neuter Number=plural Case=instrumental Owner_Number=plural	Zstsmom	zaimek vrsta=svojilni oseba=tretja spol=srednji število=množina sklon=orodnik število_svojine=množina	3		njihovimi/njihov, njihnjimi/njihnji, njihnimi/njihen
Pd-msn	Pronoun Type=demonstrative Gender=masculine Number=singular Case=nominative	Zk-mei	zaimek vrsta=kazalni spol=moški število=ednina sklon=imenovalnik	24	781896	ta, tak, tisti, takšen, tale
Pd-msg	Pronoun Type=demonstrative Gender=masculine Number=singular Case=genitive	Zk-mer	zaimek vrsta=kazalni spol=moški število=ednina sklon=rodilnik	22	448081	tega/ta, tistega/tisti, takšnega/takšen, takega/tak, onega/oni
Pd-msd	Pronoun Type=demonstrative Gender=masculine Number=singular Case=dative	Zk-med	zaimek vrsta=kazalni spol=moški število=ednina sklon=dajalnik	20	97374	temu/ta, tistemu/tisti, takemu/tak, takšnemu/takšen, onemu/oni
Pd-msa	Pronoun Type=demonstrative Gender=masculine Number=singular Case=accusative	Zk-met	zaimek vrsta=kazalni spol=moški število=ednina sklon=tožilnik	47	528003	ta, tak, tisti, takšen, tega/ta
Pd-msl	Pronoun Type=demonstrative Gender=masculine Number=singular Case=locative	Zk-mem	zaimek vrsta=kazalni spol=moški število=ednina sklon=mestnik	20	500881	tem/ta, tistem/tisti, takem/tak, takšnem/takšen, onem/oni
Pd-msi	Pronoun Type=demonstrative Gender=masculine Number=singular Case=instrumental	Zk-meo	zaimek vrsta=kazalni spol=moški število=ednina sklon=orodnik	20	76665	tem/ta, takim/tak, tistim/tisti, takšnim/takšen, onim/oni
Pd-mdn	Pronoun Type=demonstrative Gender=masculine Number=dual Case=nominative	Zk-mdi	zaimek vrsta=kazalni spol=moški število=dvojina sklon=imenovalnik	21	9068	ta, tista/tisti, tadva, tale, taka/tak
Pd-mdg	Pronoun Type=demonstrative Gender=masculine Number=dual Case=genitive	Zk-mdr	zaimek vrsta=kazalni spol=moški število=dvojina sklon=rodilnik	20	1	teh/ta, totih/toti, tolikšnjih/tolikšnji, tolikšnih/tolikšen, tolikih/tolik
Pd-mdd	Pronoun Type=demonstrative Gender=masculine Number=dual Case=dative	Zk-mdd	zaimek vrsta=kazalni spol=moški število=dvojina sklon=dajalnik	20		totima/toti, tolikšnjima/tolikšnji, tolikšnima/tolikšen, tolikima/tolik, tolikerima/toliker
Pd-mda	Pronoun Type=demonstrative Gender=masculine Number=dual Case=accusative	Zk-mdt	zaimek vrsta=kazalni spol=moški število=dvojina sklon=tožilnik	21	98	tadva, tota/toti, tolikšnja/tolikšnji, tolikšna/tolikšen, tolikera/toliker
Pd-mdl	Pronoun Type=demonstrative Gender=masculine Number=dual Case=locative	Zk-mdm	zaimek vrsta=kazalni spol=moški število=dvojina sklon=mestnik	20		totih/toti, tolikšnjih/tolikšnji, tolikšnih/tolikšen, tolikih/tolik, tolikerih/toliker
Pd-mdi	Pronoun Type=demonstrative Gender=masculine Number=dual Case=instrumental	Zk-mdo	zaimek vrsta=kazalni spol=moški število=dvojina sklon=orodnik	20	227	takšnima/takšen, takima/tak, totima/toti, tolikšnjima/tolikšnji, tolikšnima/tolikšen
Pd-mpn	Pronoun Type=demonstrative Gender=masculine Number=plural Case=nominative	Zk-mmi	zaimek vrsta=kazalni spol=moški število=množina sklon=imenovalnik	23	597622	ti/ta, tisti, takšni/takšen, taki/tak, tile/tale
